PitchTitle,PitcherFullName,PitchType,release_pos_z,release_pos_y,release_pos_x,SpinX,SpinY,SpinZ,SeamLat,SeamLon,pfx_x,pfx_z
"Burdi, Nick FF","Burdi, Nick",FF,5.5,56.5,-2.06,3.361009407048062,0.2744353374295178,-3.018424877074582,-3.4764562105077155,48.07391075377154,-0.9,1.31
