pitch_type,release_speed,release_spin_rate,release_pos_z,release_pos_x,spin_axis,SeamLat,SeamLon,pfx_x,pfx_z
FF,92.5,2405,6.33,-2.95,209,-3.613152585267912,65.46578663451146,-0.68,1.2
FF,92.7,2206,6.25,-2.84,196,-5.046710091675097,72.70649995957149,-0.4,1.35
FF,94.5,2317,6.09,-1.98,205,-2.515781208526916,63.45484194971933,-0.61,1.33
FF,94.8,2406,6.1,-2.23,211,-2.110791526899804,59.925059586339,-0.75,1.26
FF,93.7,2264,6.18,-2.06,211,-3.0666265735241005,57.751340247373584,-0.81,1.35
FF,93.5,2272,6.26,-1.94,213,-2.0376276316874145,62.32430740178908,-0.76,1.18
FF,93.1,2294,6.38,-1.94,214,-3.277058705729851,56.011240782636406,-0.9,1.35
FF,93.2,2220,6.17,-2.87,205,-4.419424646935208,67.66054520547155,-0.57,1.21
FF,93.4,2353,6.12,-1.8,200,-2.6088289081163234,67.51456164446134,-0.5,1.4
FF,94.0,2512,6.02,-2.08,206,-1.4418284795445455,65.18326457064326,-0.62,1.24
FF,93.4,2347,6.09,-1.78,201,-1.976559415463414,66.34771004804803,-0.54,1.38
FF,93.2,2347,6.09,-2.03,203,-2.4072868793985704,66.68815738078435,-0.56,1.3
FF,93.9,2335,6.03,-1.74,202,-2.5341247998953724,68.22828974604099,-0.51,1.29
FF,93.5,2243,6.1,-3.0,202,-2.7801626498856993,68.75527765812532,-0.51,1.26
FF,93.2,2294,6.15,-2.96,204,-4.270582946443929,70.8687360569934,-0.52,1.16
FF,93.3,2325,6.06,-2.99,205,-5.2091251085644625,65.38639112470487,-0.61,1.32
FF,93.0,2398,6.06,-2.87,201,-3.673866300789873,66.2593689765265,-0.55,1.4
FF,94.7,2226,6.1,-2.83,207,-4.143615875164483,65.25160222690826,-0.61,1.18
FF,95.3,2131,6.07,-2.91,200,-3.8167259021616826,77.62736441344445,-0.34,0.95
FF,94.0,2201,6.13,-2.85,197,-3.4885118987576456,77.53090069473053,-0.33,1.1
FF,92.6,2106,6.12,-2.92,197,-2.679689453124036,77.33975606046552,-0.34,1.13
FF,92.9,2133,6.19,-1.59,195,-2.9430007036150925,81.95529066822779,-0.24,0.93
FF,93.5,2102,6.18,-1.79,202,-1.1270061134380571,71.83445207650958,-0.48,1.16
FF,95.1,2224,6.11,-1.9,197,-1.663972622406058,75.4283732217236,-0.35,1.17
FF,94.7,2098,6.18,-1.79,206,-1.3702688802917575,68.59237429073733,-0.55,1.14
FF,94.8,2131,6.16,-1.87,204,-2.076073658634166,71.83220959242685,-0.48,1.06
FF,94.6,2204,6.17,-1.87,200,-1.4528475959142433,73.56940122260836,-0.42,1.16
