pitch_type,release_speed,release_spin_rate,release_pos_z,release_pos_x,spin_axis,SeamLat,SeamLon,pfx_x,pfx_z
FF,92.0,2189,6.29,-2.81,213,-2.6870471602212063,73.90925005091937,-0.41,1.27
FF,92.7,2292,6.38,-2.96,219,-4.0469802428030555,64.66024531618484,-0.57,1.48
FF,92.5,2234,6.13,-3.2,215,-3.6989346271501766,72.35882752579604,-0.41,1.39
FF,92.2,2289,6.28,-2.88,213,-3.2481056323840787,66.80962877127531,-0.55,1.42
FF,92.1,2285,6.37,-2.85,216,-3.0413284813893156,68.91830086684926,-0.45,1.54
FF,91.3,2313,6.38,-2.99,218,-3.374487847075844,70.29468162277179,-0.45,1.49
FF,92.0,2330,6.36,-2.88,215,-3.6897805512581083,69.14393540443902,-0.44,1.57
FF,93.1,2404,6.03,-2.93,217,-4.8329745796566215,63.334594874926815,-0.69,1.25
FF,91.7,2439,6.02,-3.09,217,-4.298040778468898,63.95786607449902,-0.71,1.26
FF,92.5,2465,6.18,-3.12,215,-3.7942254253669323,61.85804280306493,-0.7,1.37
FF,92.1,2192,6.15,-2.86,219,-4.578217548349999,62.102468757179736,-0.74,1.31
FF,92.4,2155,6.13,-2.85,217,-4.0413191850061,68.5182134931437,-0.49,1.43
FF,93.3,2331,6.0,-2.96,216,-3.573045508305549,70.49489956234191,-0.46,1.33
FF,92.4,2420,6.13,-2.89,215,-4.759762459262793,76.51664066487592,-0.31,1.38
FF,91.1,2341,6.17,-3.03,215,-3.559228454363427,81.12929510910219,-0.23,1.24
FF,92.4,2173,6.13,-2.65,216,-4.491471211708893,76.13781643636536,-0.33,1.33
FF,91.6,2207,6.24,-2.77,213,-3.0162281906104758,79.45313926901643,-0.27,1.23
FF,92.5,2115,6.06,-2.95,214,-4.893015717459947,69.98866898568684,-0.47,1.36
FF,89.4,2108,6.18,-2.87,210,-2.0970086705945588,83.2978174452906,-0.21,1.06
FF,92.3,2326,6.06,-3.09,216,-4.034535236802216,65.82292460930753,-0.58,1.38
FF,90.9,2216,6.15,-2.98,214,-3.681252069504103,81.09498907852083,-0.24,1.21
FF,91.3,2176,6.14,-3.1,216,-4.292363700506996,70.31416600909466,-0.55,1.19
FF,92.7,2339,6.1,-2.39,207,-4.34287432005666,72.21614972961748,-0.5,1.08
FF,91.4,2221,6.21,-2.39,210,-3.8857680157347345,86.72809982909511,-0.09,1.14
FF,91.4,2196,6.15,-2.76,214,-2.6529135566995645,86.11831987529331,-0.12,0.86
FF,91.1,2140,6.23,-3.0,214,-3.2213181103576765,79.73033177840985,-0.3,1.09
FF,92.1,2109,6.07,-3.21,218,-2.738757282261662,71.57051085647036,-0.49,1.18
FF,92.6,2219,6.17,-2.95,220,-4.956417721005197,70.24496500350743,-0.54,1.13
FF,92.5,2291,6.14,-2.67,220,-3.873134731278299,75.37596994691027,-0.38,1.19
FF,91.9,2392,6.11,-2.72,214,-3.2455013947692875,76.84910521593255,-0.33,1.25
FF,94.1,2151,6.13,-2.63,209,-3.852653762215015,80.91650118229796,-0.24,1.08
FF,93.4,2291,6.18,-2.71,214,-3.6289904882273487,63.91673736030449,-0.65,1.25
FF,92.6,2263,6.26,-2.64,197,-3.567200179892075,74.82276258079392,-0.39,1.19
FF,91.7,2333,6.18,-2.7,214,-4.124322440310432,69.04097437546025,-0.49,1.39
FF,91.7,2338,6.2,-2.97,214,-4.527867838665807,73.10084392573503,-0.48,1.09
FF,92.6,2257,6.24,-2.94,212,-3.9543199799460216,81.72924303333146,-0.22,1.08
FF,92.8,2202,6.14,-3.11,215,-4.9737922432258745,68.64293688151862,-0.6,1.08
FF,92.3,2248,6.21,-3.16,223,-3.9810438992536024,76.10624228207824,-0.37,1.14
FF,91.6,2268,6.23,-2.26,213,-3.3948340885292487,70.02527320367497,-0.49,1.37
FF,91.8,2360,6.3,-2.35,208,-4.225273680544598,63.936180265238406,-0.63,1.4
FF,92.4,2355,6.14,-2.52,211,-5.789935766887234,65.62656222982851,-0.62,1.28
FF,92.3,2257,6.2,-2.34,213,-4.816449626758882,75.66133071804134,-0.37,1.22
FF,89.6,2253,6.28,-2.46,217,-3.6217865907762308,76.97476879484837,-0.34,1.32
FF,91.0,2303,6.32,-2.58,216,-2.6878047494674107,70.0864369961615,-0.48,1.4
FF,92.8,2393,6.07,-2.77,209,-2.9289955307908033,75.88335499748513,-0.32,1.39
FF,92.2,2351,6.05,-2.92,212,-3.462946562851015,81.88751497959744,-0.19,1.39
FF,93.4,2388,6.09,-2.78,215,-3.6354456368734236,69.54350471444134,-0.41,1.53
FF,92.1,2342,6.07,-2.91,217,-3.389300037371478,67.64997528843202,-0.52,1.43
FF,92.3,2362,6.16,-2.8,220,-5.146379441926984,71.09704795430078,-0.44,1.41
FF,92.9,2450,6.15,-2.64,214,-4.73729797242781,61.01899730197022,-0.61,1.57
FF,91.9,2432,6.1,-2.83,213,-4.095256801142534,64.60317706339315,-0.57,1.49
FF,94.1,2335,5.98,-2.8,217,-4.000432035688008,62.309638721050774,-0.61,1.4
FF,94.1,2319,6.07,-2.7,210,-3.454044616620408,64.73153484656603,-0.53,1.46
FF,93.9,2284,6.09,-2.92,213,-3.3834898831499722,61.30627167042034,-0.64,1.42
FF,93.4,2408,6.04,-2.86,218,-3.508509475511505,58.34301121790837,-0.74,1.41
FF,93.9,2501,6.19,-2.59,213,-4.799942476200923,62.07280396421455,-0.63,1.39
FF,94.1,2411,6.12,-2.79,216,-3.6366879277746267,60.520972010489295,-0.61,1.5
FF,92.7,2412,6.28,-2.62,211,-3.8161658728351995,67.97423428943102,-0.48,1.48
FF,94.0,2394,6.16,-2.79,215,-3.9039416474013175,63.6024162717735,-0.59,1.39
FF,93.0,2319,6.11,-3.08,222,-3.382157163052724,78.34456540875146,-0.27,1.32
FF,92.9,2143,6.17,-3.05,219,-3.089352578507192,70.95685742543924,-0.48,1.22
FF,93.5,2319,6.09,-3.08,217,-3.3737633163313028,62.25341999360889,-0.71,1.23
FF,92.7,2369,6.18,-3.07,219,-3.6302732101498214,57.83578706399428,-0.8,1.36
FF,91.4,2182,6.17,-3.0,217,-4.1035460777731885,73.23971197384337,-0.42,1.3
FF,93.4,2319,6.09,-2.59,212,-3.2839401342907726,67.8710023121836,-0.56,1.22
FF,92.5,2236,5.81,-3.08,218,-3.7488919962395197,60.41794152526593,-0.82,1.18
FF,93.0,2221,6.02,-3.12,221,-3.185210322752024,75.62565333904408,-0.4,1.03
FF,92.8,2291,6.07,-2.72,215,-3.163680174794803,69.16502653733909,-0.51,1.29
FF,94.5,2193,6.06,-2.73,215,-3.7507445104175132,65.72285892495158,-0.56,1.29
FF,92.6,2277,6.19,-2.42,209,-3.9779241760789463,63.52342874427136,-0.6,1.45
FF,93.1,2281,6.07,-2.79,216,-2.878976439666669,75.0021937178042,-0.38,1.19
FF,92.2,2380,6.24,-2.69,213,-4.865136372487347,78.14359272212377,-0.31,1.17
FF,93.0,2237,6.23,-2.67,216,-4.051630697058898,74.22892506346368,-0.34,1.4
FF,92.0,2310,6.23,-2.27,217,-2.358009319705841,60.42385163644297,-0.79,1.31
FF,91.6,2295,6.14,-2.33,210,-2.806967379342958,71.17842621432304,-0.47,1.35
FF,90.9,2226,6.32,-2.84,198,-5.167109008611125,68.79754070737394,-0.59,1.24
FF,91.0,2268,6.3,-2.66,204,-5.570792537842749,67.33230020687267,-0.58,1.38
FF,91.3,2230,6.39,-2.71,210,-4.638398379536881,76.24839947722484,-0.31,1.49
FF,93.8,2359,6.27,-2.67,207,-3.5689660768476865,55.3788223932909,-0.82,1.4
FF,90.7,2197,6.37,-2.83,209,-3.8045537941176164,77.39008875993672,-0.35,1.23
FF,92.7,2202,6.28,-2.78,202,-4.343842071118854,85.70089292908065,-0.1,1.29
FF,91.2,2288,6.34,-2.92,209,-3.036830146220479,79.7649035643942,-0.23,1.47
FF,92.2,2340,6.3,-2.66,205,-5.4877108354693815,70.53674856545685,-0.52,1.26
FF,93.0,2256,6.29,-2.6,208,-3.9735890952596487,80.03060427095686,-0.21,1.46
FF,93.0,2226,6.34,-2.57,210,-3.1869928707915545,66.61419877342951,-0.57,1.31
FF,92.0,2300,6.47,-2.26,207,-3.3544274689993454,69.18493192038115,-0.46,1.51
FF,91.1,2310,6.12,-2.78,210,-3.5025097695201506,71.69204995340762,-0.45,1.4
FF,91.3,2240,6.43,-2.71,206,-4.159991153304579,67.26135852874673,-0.5,1.57
FF,92.9,2300,5.75,-3.24,220,-1.290818722899456,63.49039317595832,-0.68,1.27
FF,91.2,2349,6.21,-1.96,217,-2.6992708480517384,67.48949415783933,-0.49,1.58
FF,92.1,2349,6.17,-2.21,219,-2.0793124227232864,71.71188497577963,-0.38,1.55
FF,93.4,2352,6.09,-2.64,216,-4.808877598751651,73.9655995195787,-0.37,1.31
FF,92.4,2263,6.14,-2.81,218,-2.9495769396265215,78.88033390872393,-0.27,1.27
FF,92.2,2291,6.07,-2.88,211,-4.314791249434351,73.28365133151901,-0.41,1.32
FF,91.1,2134,6.38,-2.47,215,-4.072992912189495,72.537340344758,-0.41,1.42
FF,92.8,2343,6.24,-1.78,210,-2.341728391362058,77.39391385985083,-0.29,1.32
FF,93.0,2371,6.15,-1.76,210,-1.8845763753597637,71.47186577458876,-0.49,1.15
FF,92.7,2420,6.11,-1.94,216,-1.9165955349256139,71.40573557166007,-0.42,1.38
FF,92.4,2412,6.1,-1.88,218,-3.1869322871900407,60.603667578648306,-0.68,1.45
FF,91.8,2339,6.14,-1.77,217,-2.7940591991118815,63.996085249932825,-0.49,1.68
FF,92.9,2314,5.99,-1.96,215,-1.6826569741466395,55.566895712863726,-0.93,1.29
FF,92.8,2315,6.06,-2.0,215,-2.4278987519327537,55.841308632089124,-0.95,1.25
FF,93.4,2478,6.12,-2.66,216,-4.812983224777058,59.435416708446596,-0.49,1.8
FF,93.3,2485,6.14,-2.77,213,-5.376647944364324,52.049353297809944,-0.76,1.64
FF,92.7,2555,6.2,-2.73,213,-4.485009556228327,57.70106937283881,-0.54,1.79
FF,90.7,2238,6.13,-2.74,213,-5.17054338751174,78.01774615672555,-0.29,1.39
FF,90.5,2311,6.13,-2.04,218,-3.4833697266690256,63.56920520812461,-0.71,1.37
FF,90.6,2408,6.13,-1.93,215,-3.150578651581221,77.81349069060313,-0.28,1.5
FF,92.1,2445,6.17,-2.8,207,-5.1590685225331265,72.04714921659198,-0.42,1.41
FF,90.9,2388,6.1,-2.04,209,-2.590470297842196,67.09417883145733,-0.56,1.45
FF,91.6,2468,6.25,-1.78,207,-2.9630963547831364,71.90938142053494,-0.47,1.31
FF,90.8,2361,6.17,-2.16,216,-2.9235465250352393,77.93178765190216,-0.27,1.54
FF,90.9,2370,6.14,-1.95,210,-2.797828357260935,89.67459788335363,-0.01,1.48
FF,91.8,2357,6.04,-1.83,209,-2.677216271851228,70.284007764617,-0.42,1.53
FF,92.8,2481,5.91,-1.99,215,-2.911218444241015,70.13110720006073,-0.41,1.52
FF,93.1,2458,5.86,-1.92,214,-4.582706152646798,58.44968640010086,-0.72,1.48
FF,92.4,2377,5.92,-2.86,224,-4.463342927898087,61.70377563827676,-0.62,1.52
FF,93.9,2430,6.04,-2.8,211,-2.936528789095598,63.1083257802557,-0.54,1.51
FF,92.6,2320,6.07,-2.82,212,-4.251300249764179,79.35120782907633,-0.24,1.39
FF,93.6,2350,6.09,-2.7,211,-4.82149688102042,69.43864217691146,-0.38,1.59
FF,92.9,2342,6.05,-2.64,216,-5.764312050967066,70.49235697187048,-0.39,1.54
FF,93.5,2356,6.14,-2.65,214,-5.533204807057364,67.99253701525288,-0.45,1.48
FF,93.0,2453,6.01,-2.87,215,-4.964641740513434,54.09278184041639,-0.75,1.61
FF,92.8,2317,6.01,-2.99,216,-3.6185515407910605,60.532257482383436,-0.63,1.56
FF,95.5,2520,5.93,-1.78,223,-2.866271183870627,50.97194831756667,-0.83,1.48
FF,95.2,2487,5.86,-1.9,223,-3.4907228749432444,57.728114089927914,-0.71,1.38
FF,93.6,2484,6.13,-2.6,216,-4.624616652047615,62.08105027158591,-0.65,1.38
FF,93.4,2253,6.1,-2.93,218,-4.807909605607593,62.13709543512519,-0.64,1.4
FF,91.9,2288,6.2,-2.88,213,-3.550094464176904,70.02854587155308,-0.45,1.47
FF,93.1,2372,6.09,-2.98,209,-4.783170112066257,69.51003250099404,-0.41,1.52
FF,93.0,2388,6.05,-2.58,208,-3.7258471951553878,76.67667470063566,-0.3,1.34
FF,93.1,2481,6.06,-2.61,212,-2.4061810050489054,72.75676094452407,-0.37,1.43
FF,94.9,2457,5.9,-1.75,222,-3.8148873930046823,74.79959271451273,-0.31,1.41
FF,94.5,2459,5.92,-1.95,221,-3.1792422749919393,57.168206205488396,-0.71,1.44
FF,93.6,2399,5.95,-1.88,216,-3.4494531960139225,61.30245044447213,-0.69,1.34
FF,92.0,2327,6.02,-3.01,218,-4.398823608674119,60.013251137100376,-0.65,1.54
FF,90.8,2205,6.07,-2.81,215,-3.533163654406349,69.29017532270086,-0.45,1.56
FF,92.6,2258,5.96,-1.77,214,-2.3003619021852755,76.96023565517459,-0.38,1.01
FF,92.7,2269,6.03,-1.91,214,-1.6454155864212314,65.54839802712678,-0.52,1.49
FF,91.9,2180,6.12,-1.55,215,-2.458132404522262,72.63907470733193,-0.42,1.35
FF,92.9,2292,5.9,-1.9,221,-2.365181937419152,61.03553547258536,-0.72,1.32
FF,92.8,2185,6.03,-1.68,219,-1.3438912095968456,67.07430215200336,-0.52,1.41
FF,92.2,2217,6.14,-2.93,218,-3.535637659574673,60.123980365593845,-0.73,1.4
FF,91.3,2495,6.23,-1.94,216,-2.371042687245913,68.90561208318063,-0.49,1.46
FF,91.5,2597,6.18,-1.91,208,-2.8598420684142263,73.88404862133082,-0.35,1.51
FF,91.5,2487,6.22,-1.98,220,-3.764638413826843,67.86733669375555,-0.5,1.49
FF,92.6,2308,6.12,-2.06,218,-2.1823197976300253,67.10677751939099,-0.56,1.33
FF,91.4,2234,6.13,-2.78,213,-4.651467256138722,62.95809730316749,-0.61,1.54
FF,91.5,2360,6.27,-2.68,207,-5.6920107454400215,74.59850419884484,-0.38,1.32
FF,92.0,2292,6.31,-2.81,207,-3.76165268532899,58.87297529523341,-0.73,1.46
FF,91.9,2458,6.16,-2.89,216,-6.064982603626949,64.4820833394042,-0.54,1.58
FF,91.3,2331,6.14,-2.91,214,-4.164058219127035,68.0123960838548,-0.47,1.56
FF,90.5,2357,6.23,-2.93,206,-5.291842694534668,79.81764920017635,-0.22,1.53
FF,90.6,2266,6.25,-2.79,210,-4.597666263012002,74.53456227786168,-0.37,1.45
FF,90.1,2375,6.18,-3.01,214,-2.6031417414756075,71.19124011046713,-0.42,1.58
FF,92.7,2383,6.05,-2.06,212,-3.1686235419847937,70.59071771035089,-0.41,1.5
FF,91.9,2441,6.04,-2.02,207,-3.1410653166268094,73.54782943221556,-0.38,1.39
FF,91.4,2445,6.29,-1.94,207,-2.1248310986233148,74.29950738099491,-0.38,1.38
FF,91.4,2175,6.35,-2.78,215,-2.6664464052591326,73.44739910450716,-0.34,1.6
FF,91.2,2298,6.26,-2.98,217,-4.600064618849715,70.4547621470199,-0.38,1.67
FF,91.8,2307,6.25,-2.93,215,-4.777260542848575,66.34743734010877,-0.44,1.7
FF,90.4,2245,5.93,-1.83,218,-3.0883274266815746,62.248953505319506,-0.66,1.52
FF,91.7,2223,5.95,-1.96,217,-2.35371270489224,69.28223070673504,-0.45,1.51
FF,93.0,2329,5.88,-2.08,213,-2.0590884126814415,68.73026699537577,-0.53,1.25
FF,93.3,2358,5.87,-2.03,219,-2.5535602254756022,61.69438849937766,-0.64,1.42
FF,92.3,2304,6.04,-2.57,212,-4.652410078539934,72.23304038992201,-0.42,1.36
FF,92.6,2328,6.21,-2.64,214,-4.14219884008656,69.15171208421862,-0.46,1.44
FF,93.9,2495,5.98,-2.1,224,-3.0596379971357646,59.68082902663197,-0.77,1.26
FF,94.1,2392,6.01,-2.66,214,-4.7354237835158335,89.47738015692569,-0.01,1.1
FF,94.3,2402,6.09,-2.57,214,-4.235356104870203,89.7704403918101,-0.01,1.06
FF,94.2,2349,6.19,-2.49,216,-4.296302078813135,83.2763139470094,-0.17,1.16
FF,93.5,2486,6.06,-1.8,212,-2.6483998831424107,66.47117039421073,-0.52,1.42
FF,92.1,2478,6.06,-1.97,213,-3.070176681604874,71.49722754148323,-0.43,1.4
FF,92.2,2432,5.98,-2.2,218,-2.9889612117290096,66.66957240873091,-0.48,1.59
FF,92.1,2430,6.03,-2.01,217,-3.0692247066288054,65.27871482632551,-0.62,1.34
FF,91.2,2367,6.07,-1.73,214,-3.4405570117518605,70.71574040962844,-0.43,1.51
FF,91.8,2533,6.16,-1.88,216,-2.870945697586156,70.96678086215705,-0.41,1.52
FF,93.4,2416,6.07,-2.87,216,-4.791979421469978,71.86443858639451,-0.38,1.48
FF,93.4,2503,6.01,-2.93,211,-4.238079340200936,76.65136563641826,-0.26,1.53
FF,94.3,2378,6.03,-2.84,216,-4.915136001946197,68.45013400542616,-0.45,1.42
FF,94.2,2384,5.98,-1.96,216,-3.218947408693465,62.386976313138355,-0.62,1.39
FF,94.0,2395,5.8,-2.21,218,-3.181546003484653,59.47655581827646,-0.79,1.25
FF,94.1,2529,5.95,-2.04,222,-3.3689631863921607,67.58310349198739,-0.53,1.32
FF,95.5,2398,5.96,-1.87,218,-3.634057197611312,58.26051514941203,-0.65,1.47
FF,94.9,2433,5.99,-1.88,217,-3.6416604432760447,57.95627377047706,-0.69,1.45
