,release_speed,pitch_type,release_spin_rate,release_extension,vy0,vx0,vz0,ax,az,ay,yR,tR,vxR,vyR,vzR,tf,vxbar,vybar,vzbar,vbar,adrag,amagx,amagy,amagz,amag,Cl,s,spinT,spin_efficiency
25,90.2,FF,2568.0,6.5,-130.9536350469977,-4.674089501929526,-10.063193462141458,4.977130843874286,-11.877696002364976,26.99553531409815,54.0,-0.03044959513688863,-4.825641121068819,-131.77563816781557,-9.701522427710403,0.4168340994034973,-3.788322194608966,-126.14930834253187,-12.177036785777565,126.79226950106828,28.95659126769388,4.111960610615698,-1.8142176365437201,17.515334160554673,18.082769048237463,0.2089560763380342,0.16144799409701255,1615.5206200522318,0.629096814662084
26,90.2,FF,2502.0,6.4,-130.82734500515295,-6.722531342936353,-10.842501259550188,3.9710773012115896,-11.515070376611035,26.34333919290428,54.1,-0.03124075210166206,-6.846590784480042,-131.65033073440847,-10.48276180048129,0.4176261876863996,-6.017377847323545,-126.1494965753773,-12.88725927164362,126.94875254965349,28.462914047143318,2.621933611197269,-1.9403753454562214,17.769504201043258,18.066401741732477,0.20825258849830416,0.16053132808818463,1608.3305556811263,0.642817967898132
27,91.2,FF,2495.0,5.6,-132.84078173067164,-1.023315805700677,-2.3906293527563145,-1.597645478452666,-11.107476291978566,28.669163148155214,54.9,-0.03674060096281134,-0.9646173506968079,-133.89410401383574,-1.9825339986088426,0.4181656436270629,-1.2986575755893208,-127.89987448378695,-4.304916484962622,127.97889165956077,29.3438796843302,-1.8954106110856936,-0.6565989351484802,20.079462875193883,20.17940863609595,0.22887974751406,0.18976441085643517,1916.6384121308245,0.7681917483490278
28,91.2,FF,2500.0,6.3,-132.73101320686985,-3.761124586803871,-5.75647918710876,0.3035816005790099,-12.833504594449668,28.97955870912761,54.2,-0.031534386787133696,-3.7706978464179866,-133.64486582012393,-5.351782489392927,0.41348912061693155,-3.707934001888539,-127.65349969687196,-8.005039753989099,127.95798302913576,30.129336933481298,-0.5694986889451976,-1.0780837455002974,17.45560683350296,17.498137136417046,0.19853298138697317,0.1483587046193646,1498.1920735761958,0.5992768294304783
29,91.2,FF,2518.0,6.5,-132.5784549323525,-2.0716149185087893,-8.624422879588057,-3.8196098001495526,-10.180752931160988,26.987744041014928,54.0,-0.030078731045511127,-1.9567259026312924,-133.3902120268873,-8.318198750330867,0.41132180299795845,-2.742270297504385,-127.83988825798846,-10.411981576091812,128.2925034307945,28.595817878740746,-4.430849427599934,-1.5071879659515695,19.672463539446458,20.221519822348224,0.2282374224390801,0.18877199764220695,1911.2870976844986,0.7590496813679501
30,91.6,FF,2483.0,6.2,-133.28780491962692,-4.21255133486998,-7.59082006733061,-1.0024493830303705,-10.65029157745188,28.010023501662783,54.3,-0.03215239347566297,-4.180320187867352,-134.18839421651495,-7.248387701901838,0.41179602005283317,-4.386722520985514,-128.42118611672942,-9.441261543900286,128.8424689209428,29.46151192505776,-2.0055307345933784,-1.3551566124315464,19.364840761188095,19.515523581953612,0.2183925156841847,0.1742599084074894,1771.9179036728522,0.7136197759455708
31,91.1,FF,2607.0,6.1,-132.52333723577053,-4.146872273714841,-7.493475527758742,1.1813565482182429,-8.732354436804618,27.5347359471424,54.4,-0.03308796317540468,-4.18596095567931,-133.43440556483407,-7.204539705719169,0.41482902996882465,-3.940930460206963,-127.72330166313367,-9.01575676590098,128.10174312118443,29.139550432626116,0.28490550002261184,-1.518729677549178,21.390813993169573,21.446552969365285,0.2427856650995158,0.2128468005975272,2151.836364076576,0.8254071208579118
32,90.6,FF,2590.0,6.5,-131.83625557833156,-0.3529769571784615,-8.86397908719924,1.7871637902771562,-11.330104426534175,25.63278876458913,54.0,-0.03025170020385353,-0.40704170037710863,-132.61169101942662,-8.521224164809375,0.41300642912508156,-0.03798663273510139,-127.31843774133638,-10.860927150217956,127.78085056236384,27.312218730635028,1.77904442640115,-1.5805926202607559,18.522452128389745,18.674702272079774,0.212470068316408,0.16610419346063193,1675.0718798578337,0.6467458995590092
33,90.1,FF,2654.0,6.5,-130.8917534007311,-1.5947154426568306,-10.777336204182406,2.079878950497717,-11.42035831091793,24.906255012791863,54.0,-0.030471264938807797,-1.658091985198096,-131.65067849585938,-10.42934344039431,0.4157670056347868,-1.2257194635324666,-126.47307896173695,-12.80344752949766,127.1254119320981,26.888709467650344,1.8206230390095188,-1.8444773859969104,18.045542847374062,18.23069888221621,0.20956279958570226,0.162242658802873,1627.73800864199,0.6133149994883158
34,89.0,FF,2618.0,6.2,-129.61444340818323,-4.20180116906669,-5.93996434849572,-0.4501550081417687,-13.819002395160474,24.659310560727736,54.3,-0.03307127530891352,-4.186913968860748,-130.42995825666506,-5.482952315790833,0.4223133254620312,-4.281967198091617,-125.2229805334141,-8.40092674382483,125.57748869487895,25.802266323932102,-1.3299660250983991,-1.0701153672768058,16.62886857116622,16.71625635375091,0.1969205569154062,0.1464229322806907,1451.1355117989556,0.5542916393426109
35,90.6,FF,2585.0,6.2,-131.98254294493262,-3.44856856142676,-0.984681037215266,-3.865875987280712,-16.073443833609918,25.13893526089642,54.3,-0.03247959969777119,-3.3230064568786566,-132.79904549903472,-0.46262201573500705,0.41448114344448794,-4.124172806690005,-127.58923818307807,-3.7936917053577033,127.71223354962112,25.468152220257238,-4.68831137897415,-0.30468943658213377,15.34402474302227,16.047186499616153,0.1827719391421482,0.13034050325710367,1313.708380499328,0.5082044025142468
36,91.6,FF,2622.0,6.5,-133.44965404330085,-2.459769659910635,-6.305305162636727,-0.4080818679310282,-13.476868326135234,25.09864886426133,54.0,-0.029889836977100306,-2.4475721594048663,-134.1998485661991,-5.902483765406698,0.407345038575652,-2.5306872215220606,-129.08794352129448,-8.647351489500968,129.40200241168242,26.279198509562214,-0.9220185197643745,-1.1167699837007419,16.941011504629742,17.002798715131597,0.1886314226086376,0.1368129474280942,1397.1893693418872,0.5328716130213147
37,91.2,FF,2524.0,6.5,-132.6598067626866,-3.2717383226618,-9.526681866166989,0.0371873806753531,-13.150195347851067,24.685175625188357,54.0,-0.030068196296827474,-3.2728564801237114,-133.40204546900642,-9.131279211106175,0.4097021830925431,-3.2652386046006185,-128.34526029717517,-11.825111082160168,128.9302170788526,26.318929703724372,-0.629356019680609,-1.514345015513424,16.609907628150566,16.690666890247766,0.18652621691996896,0.13445836432293418,1368.137082229627,0.5420511419293292
38,90.7,FF,2545.0,6.3,-131.80971166658287,-5.937480899493734,-9.156410281286725,3.2343614713652,-13.05430329705288,25.676422349267803,54.2,-0.031765833614293186,-6.040223087841601,-132.62534462674003,-8.741729454802025,0.41463005536355985,-5.3696913498726415,-127.3022364166325,-11.448082704196894,127.9286972476122,27.39742884589459,2.0843791777301623,-1.586842572419183,16.66795570926632,16.872565111217106,0.19152293052890018,0.14010239872821542,1414.4924213066781,0.5557926999240386
39,91.7,FF,2570.0,6.2,-133.55932502715208,-0.4746464938165712,-6.309672533730665,-1.1973586643038718,-13.604963785831709,25.50480279303805,54.3,-0.032097063988757266,-0.4362147961509169,-134.37795431442086,-5.872993140532099,0.4094517036239587,-0.6813450686249809,-129.1564618373196,-8.658280940457626,129.448142876912,26.683041793857527,-1.3378037764399817,-1.118115022236637,16.7843117132006,16.87462650943988,0.1870760282578184,0.13507009000714712,1379.8824466769895,0.536919239952136
40,90.5,FF,2512.0,6.2,-131.7214423545787,-3.713077957558149,-6.811089497278032,-0.0970235020100852,-14.729829569851669,25.47072271763301,54.3,-0.03254225882594605,-3.709920593643537,-132.55031720573982,-6.331747570953845,0.4155599550292199,-3.730080134709581,-127.25801101218917,-9.39231122777166,127.65864786527052,26.671382952725434,-0.8763392583714538,-1.1169562392238106,15.48185973865909,15.546817767749685,0.17722159784362032,0.12443387007732173,1253.6489038461602,0.49906405407888543
41,91.7,FF,2583.0,6.3,-133.4937670070003,-3.495787204712617,-8.953611959382087,3.585252257034308,-13.571327484970563,23.699475032403047,54.2,-0.03137476377388469,-3.6082736473468553,-134.237332437707,-8.527814765443107,0.40789609311409913,-2.8770684531104553,-129.40387080042083,-11.29566049518885,129.92779243502315,25.300578365271193,3.025006489012246,-1.4990811240312958,16.40309120767408,16.746919407528893,0.18429197804391342,0.13199546350538421,1353.4684652559113,0.5239908886008173
42,91.0,FF,2564.0,6.2,-132.44004563716194,-0.4102846815203473,-8.055034608023208,1.413281008151124,-13.147212137224836,25.079949624992683,54.3,-0.03236831991234696,-0.45603021331822713,-133.25184147000925,-7.629481439610023,0.41291255757282164,-0.1642494754958389,-128.07392839828262,-10.343805933876999,128.49105974524582,26.53203429970073,1.3793652421343783,-1.3659514976056784,16.89090218815159,17.002089539075005,0.19130754437216116,0.1398551105077954,1418.2027669260776,0.5531212039493283
43,90.3,FF,2501.0,6.2,-131.43831914030793,-0.4038266254788923,-7.251051187999505,-0.8663196486144145,-14.966369272512926,24.744205095573808,54.3,-0.03261483774730165,-0.3755717507020338,-132.24534737468602,-6.762925482510295,0.4160847506670131,-0.5558029481978654,-127.09750417086339,-9.876564496082288,127.48188502538365,25.99896825630916,-0.9796714648672261,-1.1763715866460949,15.193379943825501,15.270311077590474,0.1745526921275055,0.12166676803837004,1224.073581108965,0.489433658979994
44,92.0,FF,2523.0,6.4,-133.93042345941242,-4.880817926269906,-6.297653250342028,-1.52947175405973,-15.31669164899454,24.83274310650842,54.1,-0.03052651870126361,-4.834128478166547,-134.68848065625693,-5.830087976277508,0.40637298999486027,-5.144896483071515,-129.6428026232739,-8.942232867393118,130.0526422664813,25.85306501659459,-2.552221780221851,-0.9388502017258844,15.079688737245203,15.322933404832098,0.16829808487165787,0.11535722982467572,1183.9982899125657,0.46928192228004983
45,91.0,FF,2538.0,6.3,-132.63975437048273,-3.553472514078529,-3.0933747218163874,-3.588886323672458,-17.756274394960794,24.201867793731942,54.2,-0.0315737658466435,-3.440157857644673,-133.40389847725345,-2.5327422717611436,0.41098730663345284,-4.177651219634562,-128.43056824723107,-6.181543966475884,128.64709524831514,24.737366332660727,-4.3922009141085026,-0.49386287093029324,13.229085338385651,13.947904082530439,0.15656136642743532,0.10412812886596756,1057.1950611626883,0.4165465174005864
46,91.8,FF,2648.0,6.3,-133.4811818593778,-2.8512090332740434,-10.345436719512549,1.308037080602115,-12.885292679820886,26.199974913336053,54.2,-0.031368540092973476,-2.892240246880007,-134.3030368228817,-9.94124389947589,0.40936227033783784,-2.624509732379327,-128.94039621622287,-12.57862023216539,129.57907051170315,27.969743972284405,0.7415345970024309,-1.6319107114874534,16.573602280229878,16.670251907876498,0.1844370053315541,0.13215422929745674,1351.4593997521154,0.5103698639547264
47,90.7,FF,2601.0,6.3,-132.009177400203,-2.106589709765012,-8.21734675588432,-0.0440872205620782,-14.876674645303828,25.664498756708685,54.2,-0.03171817514877568,-2.1051913435814016,-132.8232084668738,-7.745485783853223,0.41395025515578054,-2.1143163016817925,-127.51129556248142,-10.824587416499748,127.9873920438396,27.03123039876456,-0.4906356670453679,-1.266178974530419,15.011147694893967,15.072441330827612,0.1709325780720448,0.11798568719530343,1191.7456973753328,0.45818750379674467
48,90.7,FF,2606.0,6.2,-131.86447425694925,-6.037152107916549,-9.233677862805376,-1.481599230697706,-14.096131116400144,23.518795326242447,54.3,-0.032514956930257466,-5.988977972742511,-132.62918687403356,-8.775342766672363,0.4139215880078304,-6.295610925923298,-127.76171831929886,-11.692689254905833,128.45003062219277,24.96576309938859,-2.705224715107422,-1.3131862410654875,15.805258215320965,16.088781374483357,0.1811466663643553,0.12858903245213585,1303.5425661237518,0.5002081988195517
49,90.1,FF,2562.0,6.2,-131.26805849148573,-1.4852993697857726,-6.837455025240297,-1.574233726512439,-15.090230152308571,22.7639870314572,54.3,-0.03266488074513544,-1.4338772128442736,-132.0116414131521,-6.344534456898491,0.41547949084241315,-1.760908126423445,-127.28265654246553,-9.479375027086489,127.64730316321257,23.945920104983536,-1.9045702417589618,-1.1135274070486325,15.305492113507324,15.463680672099935,0.17630523400106038,0.12347858195336088,1243.9139941575943,0.48552458788352626
50,91.5,FF,2529.0,6.1,-133.2270126009508,-3.997675464374805,-6.688924152497408,0.1758958931376262,-14.7530229952361,26.4399028394552,54.4,-0.03291880635131275,-4.003465747218994,-134.09738264247034,-6.2032722454207665,0.41183133273740885,-3.967246027172041,-128.65299243056012,-9.241150806437627,129.04545854312423,27.612442608029955,-0.6729937498916565,-1.0885620127426776,15.443606013520252,15.49654330951966,0.17287213842015903,0.11994775540484306,1221.580037649687,0.48302888005128
51,91.7,FF,2525.0,6.3,-133.486560925718,-3.2315777943423254,-5.137796842006831,2.624745311813031,-12.718059552403544,28.230510969496,54.2,-0.03135984972307569,-3.3138894128821295,-134.37186550732704,-4.738960405674328,0.4105183068783752,-2.77513641218591,-128.5772947245726,-7.3494585427898524,128.8170665776396,29.344538604983633,1.9925690036186248,-1.059407587184701,17.781733173169517,17.924360806225796,0.20066539634927022,0.15095390981365336,1534.634113010961,0.6077758863409747
52,92.3,FF,2649.0,6.4,-134.32580338703525,-3.914848713446445,-6.694674264738324,0.943054759948202,-13.192446839195291,25.93383795867254,54.1,-0.030433394380418442,-3.9435490708782797,-135.1150581054294,-6.293183327238388,0.40571133078207117,-3.752245070048804,-129.8542321501796,-8.969345908939214,130.2177027765912,27.19606649541669,0.15939551657156914,-1.1863174193288764,17.108298430006652,17.150120440401412,0.18788959724230195,0.1359794311524136,1397.4308484812977,0.5275314641303502
53,91.4,FF,2525.0,6.4,-133.09446671915424,-4.882266014514708,-6.009408514442002,-0.5208678325269219,-15.210730952443766,25.19402248104691,54.1,-0.03071589112138139,-4.866267094882181,-133.8683235705917,-5.542197358630114,0.40931101986561025,-4.972865566755573,-128.7122280524745,-8.655157258153196,129.0987172257749,26.23580152795827,-1.531467448373212,-0.963235638724889,15.20434383979407,15.3116062854235,0.17066816521926081,0.11771999323842379,1199.3867093841725,0.4750046373798703
54,91.7,FF,2498.0,6.3,-133.45305798067247,-1.5964808030621365,-8.40176087023812,-1.167340396149521,-14.1779408246545,25.34821604867233,54.2,-0.031378233057075086,-1.5598517240548184,-134.2484402114288,-7.956882138772691,0.40896657087127836,-1.798553323481213,-129.06515371386388,-10.856034059310119,129.5334017647094,26.748604305008552,-1.538741058186052,-1.303695189852803,15.754291759234178,15.882854089465999,0.17584929212737144,0.12300531340037542,1257.4557739765103,0.5033850176046879
55,92.2,FF,2616.0,6.4,-134.28763085057528,-1.2508096610334891,-6.022177069088067,-0.4584460517510543,-15.846938990419854,26.57638791680644,54.1,-0.030439790975004894,-1.2368546590448708,-135.09661054363352,-5.539799558626031,0.406196954208292,-1.3299643539899184,-129.6989866308011,-8.758288734342617,130.00116753242534,27.60989033286702,-0.7409063608180873,-0.9693246727918421,14.466959319351325,14.518314106828997,0.15958692367976693,0.10695095979617603,1097.2839217637156,0.4194510404295549
56,92.0,FF,2573.0,6.4,-133.65566133184328,-3.7773708760345057,-10.153351418052608,-1.016729837375347,-12.052787757028074,26.17650583591677,54.1,-0.030584243573593666,-3.746274963039678,-134.45624996223455,-9.784726021550835,0.40803155933361634,-3.9537038935223165,-129.11582971516725,-12.243684912959477,129.7552969160086,27.915154835227913,-1.8673175126650963,-1.6010759957589933,17.487143590497205,17.659289623084188,0.1948492138437343,0.1439688843142521,1474.2828431116507,0.5729820610616598
57,92.0,FF,2514.0,6.5,-133.63048612469055,-2.171653838953245,-11.341549102623386,1.7119685621628462,-12.71229819299427,25.21580199511814,54.0,-0.02984922658253858,-2.222754776467427,-134.38315831190326,-10.962096833475904,0.4068217414730588,-1.874521760564318,-129.25399007175636,-13.547916477975278,129.97558933197695,27.129076096326806,1.3207101439634017,-1.762658733029209,16.633921152448256,16.779111239852888,0.18451045631510057,0.13223469629221424,1356.42034127007,0.539546675127315
58,90.4,FF,2544.0,6.6,-131.2646448668864,-2.281264253048163,-11.599306287361133,0.1417912119615341,-10.55510177725203,26.41154201503079,53.9,-0.029622690025732444,-2.2854644901684726,-132.04702578909928,-11.286635779223538,0.4146546520577669,-2.256067297338093,-126.57119140682343,-13.474996806663917,127.30644866907747,28.54980916334469,-0.36415559177104495,-1.973377979361576,18.596988560442078,18.704940883671906,0.21440314601059832,0.16872241038554128,1695.1582632183593,0.6663357952902356
59,91.0,FF,2668.0,6.4,-132.37200403110992,-2.684263207345658,-8.920451817940103,0.6069628031212474,-11.041849829966852,27.50922777005928,54.1,-0.030874268697783612,-2.7030027400187833,-133.22133132095126,-8.579542779369131,0.4130741367769049,-2.5776424220412832,-127.53965606369302,-10.860094072836016,128.02714459274588,29.209267551381636,0.018876211041919944,-1.5888197512371,18.654430351976572,18.72197842830744,0.2121891835523048,0.16572716790995154,1674.4911049402212,0.6276203541754952
60,92.1,FF,2537.0,6.4,-133.96552135450682,-1.8130199600820271,-6.279039665725288,0.0001851117271936,-9.374438811678344,32.4074522935936,54.1,-0.030492427650321487,-1.8130256045879758,-134.95370324890047,-5.993190268497821,0.41062603612836396,-1.8129875987405866,-128.30003141073178,-7.917884593581505,128.55690522280483,33.74693696592623,-0.4757347006599147,-1.2720537993725003,20.72107032997394,20.765529128669858,0.23341448525966552,0.1969447935642452,1998.1449506158901,0.7876014783665314
61,93.2,FF,2493.0,6.4,-135.49352104221464,-3.042309969232313,-5.77804664460184,0.0919113747974244,-8.222800710554012,34.57839262537719,54.1,-0.030143804358026553,-3.045080527732484,-136.53584534452904,-5.530180148707858,0.40681368130681134,-3.0263851253648286,-129.50236374572805,-7.202754062564229,129.7378159548852,35.84749984024959,-0.7443007927927481,-1.20405006119654,21.96102608353265,22.0065987117869,0.24288202726749497,0.21301849515241983,2181.076866861103,0.874880411897755
62,93.4,FF,2417.0,6.3,-135.7232774112337,-3.2391440480516165,-7.143123092556988,1.1023534793496057,-9.02617016262819,33.45666452356486,54.2,-0.030828181147049088,-3.273127600801086,-136.75468552574222,-6.864862683719396,0.40614908311763676,-3.0492676733463964,-129.9604887155321,-8.697848051527002,130.28691116628377,34.94397180036546,0.28451596493352316,-1.39975821441233,20.81499874700609,20.86395085382876,0.2283340055165284,0.18892084319020894,1942.5300229712575,0.8036946723091674
63,91.9,FF,2507.0,6.4,-133.44641984854596,-2.8276796952241963,-10.450178718877488,1.0981851710476276,-7.850267799323038,30.69211315966512,54.1,-0.030616148420051375,-2.86130189541369,-134.38609414036728,-10.209833754796264,0.41135247758266974,-2.635431299936195,-128.0734557451293,-11.824447309265757,128.6451441711108,32.81393872285263,0.42595706837343195,-1.9760031219318392,21.307631655741048,21.403298683584257,0.24025339661356435,0.20839739704622576,2115.790996788747,0.8439533293931979
64,93.7,FF,2597.0,6.3,-136.2402148189004,-4.332146322082974,-7.114781888381991,0.946889323995352,-9.075518189362564,32.93664448399856,54.2,-0.030713873616436883,-4.361228961108921,-137.25182675493144,-6.836037569710235,0.40417337875025067,-4.1698752324180495,-130.5957693120347,-8.670078994962246,130.94965861519077,34.407119078384525,-0.14874845911201517,-1.37748991979403,20.820412180266818,20.86646035961598,0.2260558048544785,0.18544494779989776,1916.4895396898658,0.737962857023437
65,92.8,FF,2547.0,6.4,-134.89838269800444,-5.096568973392189,-7.458901954636219,-0.7719094108266241,-8.952805464478963,31.98304607370009,54.1,-0.03028452420597839,-5.0731920641551875,-135.86697403100433,-7.18777050083579,0.4072804720836271,-5.230383878778818,-129.35393897921983,-9.010921918858724,129.77285986980056,33.46107948015892,-2.120529537216299,-1.3700174065827078,20.897787508667008,21.04972959374883,0.23219581632188857,0.194984410886682,1996.9667910621833,0.7840466396003861
66,92.4,FF,2484.0,6.5,-134.24511823791147,-0.8321114491638805,-9.594415716278222,-3.297437921752026,-11.026210450268064,30.51620496434825,54.0,-0.029696011648198833,-0.7341906942303198,-135.15132781599158,-9.26698124231157,0.4078493627556381,-1.4066196717867396,-128.92832044177663,-11.515497695187264,129.44920655610971,32.23883903276399,-3.6477512715630662,-1.592909336676211,18.279898069714324,18.708236767082184,0.20740044894595733,0.15942770130585301,1628.7343423764946,0.6556901539357869
67,92.1,FF,2659.0,6.3,-133.97294191192697,-2.9209383936425164,-6.756242968395596,-1.4599984175512375,-11.840351836583295,30.964478020198783,54.2,-0.03123685487025521,-2.8753326349626662,-134.94017481797712,-6.386387616463484,0.4104943347213499,-3.1749931745161257,-128.58480341552945,-8.816586291475971,128.92580984777106,32.237138573276475,-2.253886740276812,-1.1873939053557834,18.129112746054155,18.307229137245617,0.20460606415021942,0.1558592600771002,1585.8406823832295,0.5964049200388226
68,92.8,FF,2499.0,6.4,-134.9887404851569,-2.9089583927377194,-7.531701810812049,-0.8693199704027278,-10.836129921636523,28.82567688675444,54.1,-0.03027503993338834,-2.882639695918885,-135.86143900401035,-7.2036375447111185,0.405189366613859,-3.058759300015015,-130.02151012403044,-9.398979854457814,130.39666378283337,30.260384699674038,-1.5791482009494158,-1.3476481159339961,19.15670425763315,19.26886562565016,0.210522640329151,0.1635076459033169,1682.6416026511113,0.6733259714490241
69,91.7,FF,2515.0,6.4,-133.40060455363405,-4.387856113278435,-7.036328080113402,1.5133929396919958,-11.486073065705371,27.835442014275955,54.1,-0.03063656907388732,-4.434221280611242,-134.2533869956066,-6.684434209248203,0.40982916085018173,-4.124105001355962,-128.5494990743043,-9.038098052239157,128.9328087443947,29.251305914269825,0.5777470153377884,-1.3289014850049874,18.63743122584131,18.693678435999292,0.2089024342302106,0.16137791825027958,1642.0812006156702,0.6529149903044414
70,91.3,FF,2495.0,6.3,-132.95983429636968,-2.388255139405329,-4.469632258641032,-1.2452291140144172,-11.3730006652773,28.060307996213293,54.2,-0.03148389013652652,-2.349050482784895,-133.84328195051955,-4.111565955172798,0.4121752995931919,-2.6056768243504234,-128.0603990230113,-6.45540093341492,128.24947388140416,29.040652190321723,-1.835255350272644,-0.9375303171049403,19.3392463342407,19.448742223409656,0.21966251716763877,0.17606223243114189,1782.0048146003014,0.7142303866133473
71,92.5,FF,2405.0,6.3,-134.6850845988215,-1.2911768316835706,-6.331029530174429,-3.430395256699605,-12.606105952596668,29.634907234229,54.2,-0.03107759898961509,-1.1845683835199825,-135.60606636194132,-5.93926202455903,0.4073736524697257,-1.8832947060882526,-129.56982616163663,-8.506959737223857,129.8624465135224,30.8002253739735,-3.877067123358834,-1.0959156833064512,17.550249345734095,18.006774635158486,0.1983555646046861,0.14814460092056678,1518.2961311267586,0.6313081626306689
72,91.8,FF,2441.0,6.4,-133.56098692097123,-3.7049851816533423,-4.847843651035471,0.0569116957012321,-14.285652120074236,29.71215804853949,54.1,-0.03059347930838347,-3.706726308438183,-134.46998521343664,-4.4107958484932155,0.4103920954108155,-3.6950482534120774,-128.3731678130779,-7.342155202426827,128.63604020248846,30.674087627028335,-0.8241962250093703,-0.8992459736856127,16.137563949574915,16.183600123740373,0.18168766090361413,0.12916998430480564,1311.3280350015157,0.537209354773255
73,91.7,FF,2452.0,6.4,-133.48305550629627,-3.4512410131309195,-4.728347614251704,0.7220999452394607,-11.05876140234343,29.344876033875934,54.1,-0.03061250039100857,-3.4733462979869096,-134.3813755353574,-4.389811276498396,0.41043652636463634,-3.3251582013808205,-128.35927104238493,-6.659271084434971,128.57490047039758,30.407957358886428,-0.06429979863915747,-1.0120849763581425,19.540321328143417,19.56661974053187,0.21987660951187812,0.17636799863329314,1789.6292119350364,0.7298650945901454
74,91.7,FF,2484.0,6.5,-133.25349688618311,-3.981409119423949,-7.705499603646033,1.3124498553341803,-10.379507803084948,29.943332526453432,54.0,-0.029917410660138043,-4.0206742207168205,-134.1493238619101,-7.394971606251033,0.4108111547155662,-3.751089700428764,-127.99879635629785,-9.526980399233311,128.40765513834853,31.503334711858948,0.39216333316777385,-1.45969340671979,19.4571576198838,19.51577514644255,0.21987689485669187,0.17636840653816988,1787.305464118292,0.7195271594679115
