,release_speed,pitch_type,release_spin_rate,release_extension,vy0,vx0,vz0,ax,az,ay,yR,tR,vxR,vyR,vzR,tf,vxbar,vybar,vzbar,vbar,adrag,amagx,amagy,amagz,amag,Cl,s,spinT,spin_efficiency
13,91.8,FF,2454.0,6.2,-133.68950482448764,-1.590608512633514,-3.741703211362849,-1.3022211863728863,-13.536841055092204,28.42914350213817,54.3,-0.0320548300387966,-1.548866033831411,-134.60079618759724,-3.307782072079664,0.4107034328258433,-1.8162793896023544,-128.76282277328392,-6.087595617551754,128.91944081389764,29.256309460897093,-1.7143982137799698,-0.7916238726745668,17.255671559176786,17.35868746620501,0.19402410017036684,0.1430013368217421,1454.941685726911,0.5928857725048536
14,90.3,FF,2470.0,6.2,-131.42462029534394,-0.9394433244601842,-5.012090295751671,0.3090984795831766,-12.137670649680636,29.84563528796985,54.3,-0.03259771902653449,-0.9495192298491656,-132.3975199286296,-4.616429918276767,0.4192388656091167,-0.8847261818781887,-126.14129478787365,-7.160721555431357,126.34747692127674,30.934651147918572,0.09248397753906909,-1.0385346590163742,18.283113309268785,18.31281900209908,0.21310698051948684,0.16696229259988293,1664.8382673151068,0.6740235900061161
15,91.5,FF,2540.0,6.4,-133.07747707844948,-1.7644903517445991,-6.48569735005443,-1.7457519958300238,-12.504801494158643,29.68072586650638,54.1,-0.030703989589366074,-1.710888800639019,-133.98879377645952,-6.101750055160694,0.4119918927961826,-2.0705066351963817,-127.87468456180622,-8.67768847347017,128.18550708543629,30.91209087443633,-2.2450571881140093,-1.15640977847589,17.57656338061482,17.757059036519166,0.20075612636893878,0.15106523562183125,1528.2363827555694,0.6016678672266021
16,91.6,FF,2501.0,6.3,-133.23698324493677,-1.8759497197299848,-8.450000159125954,0.5907276390528702,-13.044297003294876,28.47956508603855,54.2,-0.031417288036922106,-1.8945087801174798,-134.1317339444111,-8.04018372293428,0.41149492888840195,-1.7729680662052427,-128.2721356394851,-10.72401475681929,128.73184800111716,29.979599097392676,0.17783158681215766,-1.3929743169906494,16.632250593775467,16.69142778000756,0.18711004374973697,0.13510801013882864,1372.6321858630877,0.5488333410088315
17,90.5,FF,2436.0,6.4,-131.80744286450334,-0.6327612098706329,-4.843653985454823,-2.0751002464227515,-12.434143739617449,28.525476213635287,54.1,-0.031001980378269324,-0.5684289927480929,-132.69178911835925,-4.458170905218623,0.4156011074820794,-0.9996359730229085,-126.76417936543899,-7.041992859606811,126.96356211806008,29.55920661489783,-2.307831951278293,-0.9873108153447028,18.100364437333397,18.273589240368764,0.21059171505829186,0.16359905332796107,1639.2566775175997,0.6729296705737273
18,90.8,FF,2556.0,6.3,-132.14496447718793,-2.153545383069284,-3.732512478915418,-4.375637932143397,-13.792250814976224,28.908050999212545,54.2,-0.031673545362834885,-2.0149534165341993,-133.06058494186263,-3.295662997071672,0.41543396845824815,-2.9238477318775864,-127.05589176836449,-6.160547742090213,127.23875536602884,29.655949812849308,-5.057108615721974,-0.7052782012350534,16.945890321633264,17.698445233555706,0.2030822245533564,0.1539451551396894,1545.8683816389712,0.6047998363219762
19,90.8,FF,2547.0,6.2,-132.09467732792956,-1.159487033557014,-5.786737737096903,-1.034819949602564,-8.970458323192059,30.599545686424285,54.3,-0.03243059185472336,-1.1259272101283277,-133.08703870502595,-5.495820464467656,0.4173864691011938,-1.3418871325883726,-126.7011205399473,-7.36789442733593,126.92226154401453,31.88226644480391,-1.3718955940134556,-1.2271711934114826,21.35276175520964,21.431950010056386,0.24715061984152786,0.22080798455492662,2211.7684166669474,0.8683817890329593
20,90.5,FF,2579.0,6.3,-131.78443532305857,-4.097013486977311,-4.580136762282629,-0.2796049316552111,-12.16443481018792,25.93993019435369,54.2,-0.03177088589532549,-4.088130190597924,-132.6085698853961,-4.1936618919470225,0.4148730279309968,-4.146130462908042,-127.22768119337098,-6.7170098433329635,127.47231652752268,26.93543531877574,-1.1556996944169187,-0.9438126518975736,18.59023282730958,18.650018248761477,0.21321763645666075,0.1671118304704418,1681.1642692165897,0.6518667193550173
21,90.7,FF,2665.0,6.3,-131.63801053197852,-6.249002661455574,-8.660936902310251,4.400882140341909,-8.954135622012991,29.968711529344265,54.2,-0.031790636498642354,-6.388909505852551,-132.59073494654058,-8.37627923159129,0.41782120492387964,-5.4695185665497315,-126.32995336593719,-10.24689309891194,126.86280608976858,31.908076364818903,3.025208517162146,-1.8053436362968185,20.642602707841853,20.941064891051447,0.24171619882759326,0.21095309295673179,2112.065036632672,0.7925197135582259
22,91.6,FF,2505.0,6.4,-133.22269881920937,-2.2651170622015804,-9.974937458996092,-0.8739463819132665,-12.891367552721729,26.084131593617546,54.1,-0.030683369526578585,-2.238301442418919,-134.02304786767624,-9.579386864672985,0.40940208194280164,-2.417199176549754,-128.68359897762772,-12.218263222260063,129.2849467411518,27.768799048545713,-1.3931307099101695,-1.5555054323995456,16.65830142736085,16.788669297175755,0.18659326882625313,0.13453284637244278,1372.6612326272932,0.5479685559390391
23,91.0,FF,2506.0,6.4,-132.46150624382835,-4.108124375816389,-5.920333872391875,-3.556621776904265,-12.171609773073026,27.19412130333097,54.1,-0.030854665427233526,-3.998386000838795,-133.30057175823023,-5.544782925132861,0.4125857812710007,-4.732091788093546,-127.69061786627364,-8.055699488907402,128.03195256660442,28.248707163123022,-4.6007007939866105,-0.9792744722754065,18.224997230144528,18.82221959086162,0.21330926458832905,0.16723575664099255,1689.797194837345,0.6743005565991002
24,91.3,FF,2576.0,6.3,-132.5417350494002,-3.965137440618799,-9.712356412986514,0.3682890717993443,-9.54640145893446,29.7612258282572,54.2,-0.03157619142424317,-3.976766606849392,-133.48148121317337,-9.410917413106525,0.41459824008010127,-3.900420606345021,-127.31200528766243,-11.389878035092693,127.87998003177226,31.655646246606704,-0.5972282429262017,-1.7538229020527325,19.80812711339321,19.8945840893007,0.2259984002418123,0.18535829766936787,1870.6893277375084,0.7261992731900265
