"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-04-07","99.4","-2.06","5.5","Burdi, Nick",672386,595897,,"called_strike",,,,,2,"Alejandro Kirk pops out to catcher Austin Wells in foul territory.","R","R","R","NYY","TOR","S",,,0,0,2024,"-0.9","1.31","-0.1","2.88",595281,665489,666182,2,6,"Top",,,,,669224,,,7.466175261017886,-144.47613725637837,-4.8222078681063145,-14.387834413746699,34.76272252813111,-12.860193281436768,"3.19","1.53",,,,"99",2438,"6.2",745765,595897,669224,519203,650402,665828,683011,657077,592450,665742,"54.27",,,,,,,,54,1,"4-Seam Fastball",5,3,3,5,3,5,3,5,"Standard","Standard",225,"0","-0.096",,
