"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
8741,608648,"Duffey, Tyler",8741,100,0.259,0.175,0.307,0.434,0.321,0.326,0.256,565,2183,90,9.7,2319,87.1,86.94,1065,4229,4507,-0.19999999999998863,6.23,107,150,113,146,294,320,292,"-25.3","25.3",68.1617649541608,"7.387532885"
